"labelsvec","datasetsd"
"fBodyGyro-bandsEnergy()-1,24","0.195166585668695"
"fBodyGyro-bandsEnergy()-25,48","0.0713996032717027"
"fBodyAccMag-mean()","0.445326568748138"
"fBodyAccMag-std()","0.355428822604272"
"fBodyAccMag-mad()","0.429161383203731"
"fBodyAccMag-max()","0.257907110952222"
"fBodyAccMag-min()","0.160813833426753"
"fBodyAccMag-sma()","0.445326568748138"
"fBodyAccMag-energy()","0.246763954352198"
"fBodyAccMag-iqr()","0.344473569657737"
"fBodyAccMag-entropy()","0.67820382282618"
"fBodyAccMag-maxInds","0.262741804406168"
"fBodyAccMag-meanFreq()","0.262958087372081"
"fBodyAccMag-skewness()","0.322068009420536"
"fBodyAccMag-kurtosis()","0.319530515617404"
"fBodyBodyAccJerkMag-mean()","0.425064058475465"
"fBodyBodyAccJerkMag-std()","0.406022019765095"
"fBodyBodyAccJerkMag-mad()","0.431194579092873"
"fBodyBodyAccJerkMag-max()","0.369694160361654"
"fBodyBodyAccJerkMag-min()","0.269887904484327"
"fBodyBodyAccJerkMag-sma()","0.425064058475465"
"fBodyBodyAccJerkMag-energy()","0.227999948372342"
"fBodyBodyAccJerkMag-iqr()","0.365550207428341"
"fBodyBodyAccJerkMag-entropy()","0.666857199977994"
"fBodyBodyAccJerkMag-maxInds","0.189654957159251"
"fBodyBodyAccJerkMag-meanFreq()","0.252536980465226"
"fBodyBodyAccJerkMag-skewness()","0.364723427136742"
"fBodyBodyAccJerkMag-kurtosis()","0.353928104837512"
"fBodyBodyGyroMag-mean()","0.323701247447165"
"fBodyBodyGyroMag-std()","0.310443110261479"
"fBodyBodyGyroMag-mad()","0.331222375143902"
"fBodyBodyGyroMag-max()","0.281107013388215"
"fBodyBodyGyroMag-min()","0.163586790814714"
"fBodyBodyGyroMag-sma()","0.323701247447165"
"fBodyBodyGyroMag-energy()","0.180431526451115"
"fBodyBodyGyroMag-iqr()","0.310562394909098"
"fBodyBodyGyroMag-entropy()","0.602929506652608"
"fBodyBodyGyroMag-maxInds","0.159981310369657"
"fBodyBodyGyroMag-meanFreq()","0.280141787984183"
"fBodyBodyGyroMag-skewness()","0.322579317864976"
"fBodyBodyGyroMag-kurtosis()","0.320005962923996"
"fBodyBodyGyroJerkMag-mean()","0.267591646696675"
"fBodyBodyGyroJerkMag-std()","0.25916005947039"
"fBodyBodyGyroJerkMag-mad()","0.279727316157446"
"fBodyBodyGyroJerkMag-max()","0.242697445781885"
"fBodyBodyGyroJerkMag-min()","0.189626578686087"
"fBodyBodyGyroJerkMag-sma()","0.267591646696675"
"fBodyBodyGyroJerkMag-energy()","0.128284289844076"
"fBodyBodyGyroJerkMag-iqr()","0.278403167001024"
"fBodyBodyGyroJerkMag-entropy()","0.624272170556896"
"fBodyBodyGyroJerkMag-maxInds","0.139691029760894"
"fBodyBodyGyroJerkMag-meanFreq()","0.245443027441107"
"fBodyBodyGyroJerkMag-skewness()","0.320198712888229"
"fBodyBodyGyroJerkMag-kurtosis()","0.308795514927429"
"angle(tBodyAccMean,gravity)","0.336591046179278"
"angle(tBodyAccJerkMean),gravityMean)","0.44736375602737"
"angle(tBodyGyroMean,gravityMean)","0.616188498331737"
"angle(tBodyGyroJerkMean,gravityMean)","0.48476983995559"
"angle(X,gravityMean)","0.511157750223321"
"angle(Y,gravityMean)","0.305467964061558"
"angle(Z,gravityMean)","0.26889816410019"
