"labelsvec","datasetmean"
"fBodyGyro-bandsEnergy()-1,24","-0.878993883045636"
"fBodyGyro-bandsEnergy()-25,48","-0.966813376008059"
"fBodyGyro-bandsEnergy()-1,8","-0.899208173289766"
"fBodyGyro-bandsEnergy()-9,16","-0.93286344807225"
"fBodyGyro-bandsEnergy()-17,24","-0.931869942946665"
"fBodyGyro-bandsEnergy()-25,32","-0.965562917247791"
"fBodyGyro-bandsEnergy()-33,40","-0.971109659710652"
"fBodyGyro-bandsEnergy()-41,48","-0.960489366972997"
"fBodyGyro-bandsEnergy()-49,56","-0.951314358319516"
"fBodyGyro-bandsEnergy()-57,64","-0.969396888562191"
"fBodyGyro-bandsEnergy()-1,16","-0.881620222122505"
"fBodyGyro-bandsEnergy()-17,32","-0.918364589839534"
"fBodyGyro-bandsEnergy()-33,48","-0.96815066392475"
"fBodyGyro-bandsEnergy()-49,64","-0.959176242468754"
"fBodyGyro-bandsEnergy()-1,24","-0.8730243443739"
"fBodyGyro-bandsEnergy()-25,48","-0.966367704040198"
"fBodyAccMag-mean()","-0.585962696268539"
"fBodyAccMag-std()","-0.659531216655476"
"fBodyAccMag-mad()","-0.596119713735426"
"fBodyAccMag-max()","-0.756505645907433"
"fBodyAccMag-min()","-0.890588103055316"
"fBodyAccMag-sma()","-0.585962696268539"
"fBodyAccMag-energy()","-0.821867375904587"
"fBodyAccMag-iqr()","-0.694915906166169"
"fBodyAccMag-entropy()","-0.190127927670803"
"fBodyAccMag-maxInds","-0.752577250182154"
"fBodyAccMag-meanFreq()","0.0768760112631957"
"fBodyAccMag-skewness()","-0.352429109413769"
"fBodyAccMag-kurtosis()","-0.632129027088649"
"fBodyBodyAccJerkMag-mean()","-0.620789916331592"
"fBodyBodyAccJerkMag-std()","-0.640076803144351"
"fBodyBodyAccJerkMag-mad()","-0.614293255936873"
"fBodyBodyAccJerkMag-max()","-0.682695734240631"
"fBodyBodyAccJerkMag-min()","-0.803308386604057"
"fBodyBodyAccJerkMag-sma()","-0.620789916331592"
"fBodyBodyAccJerkMag-energy()","-0.840996482490485"
"fBodyBodyAccJerkMag-iqr()","-0.676629000973868"
"fBodyBodyAccJerkMag-entropy()","-0.338469345900311"
"fBodyBodyAccJerkMag-maxInds","-0.877799815764443"
"fBodyBodyAccJerkMag-meanFreq()","0.173219742700723"
"fBodyBodyAccJerkMag-skewness()","-0.298597798027438"
"fBodyBodyAccJerkMag-kurtosis()","-0.601659034124411"
"fBodyBodyGyroMag-mean()","-0.697411069729937"
"fBodyBodyGyroMag-std()","-0.699976372277643"
"fBodyBodyGyroMag-mad()","-0.681013664076159"
"fBodyBodyGyroMag-max()","-0.734623485951375"
"fBodyBodyGyroMag-min()","-0.888701277621274"
"fBodyBodyGyroMag-sma()","-0.697411069729937"
"fBodyBodyGyroMag-energy()","-0.881301212126721"
"fBodyBodyGyroMag-iqr()","-0.722124967767466"
"fBodyBodyGyroMag-entropy()","-0.0762786849505127"
"fBodyBodyGyroMag-maxInds","-0.886999236088164"
"fBodyBodyGyroMag-meanFreq()","-0.0415636227771787"
"fBodyBodyGyroMag-skewness()","-0.2642790290978"
"fBodyBodyGyroMag-kurtosis()","-0.575866316443354"
"fBodyBodyGyroJerkMag-mean()","-0.779767633083527"
"fBodyBodyGyroJerkMag-std()","-0.792190209274884"
"fBodyBodyGyroJerkMag-mad()","-0.773403657796535"
"fBodyBodyGyroJerkMag-max()","-0.809934371803816"
"fBodyBodyGyroJerkMag-min()","-0.871201213209098"
"fBodyBodyGyroJerkMag-sma()","-0.779767633083527"
"fBodyBodyGyroJerkMag-energy()","-0.937898377778435"
"fBodyBodyGyroJerkMag-iqr()","-0.772714631795845"
"fBodyBodyGyroJerkMag-entropy()","-0.2743387562279"
"fBodyBodyGyroJerkMag-maxInds","-0.900033443405573"
"fBodyBodyGyroJerkMag-meanFreq()","0.126707820497791"
"fBodyBodyGyroJerkMag-skewness()","-0.298591856415743"
"fBodyBodyGyroJerkMag-kurtosis()","-0.617700064090993"
"angle(tBodyAccMean,gravity)","0.00770513730366637"
"angle(tBodyAccJerkMean),gravityMean)","0.00264770963963395"
"angle(tBodyGyroMean,gravityMean)","0.0176831301958708"
"angle(tBodyGyroJerkMean,gravityMean)","-0.00921912899702262"
"angle(X,gravityMean)","-0.496522166185746"
"angle(Y,gravityMean)","0.0632551738495058"
"angle(Z,gravityMean)","-0.0542842821505305"
